Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, age < 5§, Confirmed, Current week","Invasive pneumococcal disease, age < 5§, Confirmed, Current week, flag ","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†, flag","Invasive pneumococcal disease, age < 5§, Probable, Current week","Invasive pneumococcal disease, age < 5§, Probable, Current week, flag","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2018†","Invasive pneumococcal disease, age < 5§, Probable, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
NORTH DAKOTA,2019,25,,-,1,,6,,2,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192526
SOUTH DAKOTA,2019,25,,-,1,,5,,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192527
SOUTH ATLANTIC,2019,25,,-,9,,120,,97,,,-,1,,3,,4,,,SOUTH ATLANTIC,20192528
DELAWARE,2019,25,,-,3,,4,,2,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192529
DISTRICT OF COLUMBIA,2019,25,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192530
FLORIDA,2019,25,,-,5,,45,,27,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20192531
GEORGIA,2019,25,,-,5,,26,,33,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192532
MARYLAND,2019,25,,-,3,,14,,11,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20192533
NORTH CAROLINA,2019,25,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20192534
SOUTH CAROLINA,2019,25,,-,2,,11,,6,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192535
VIRGINIA,2019,25,,-,2,,13,,12,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20192536
WEST VIRGINIA,2019,25,,-,2,,6,,6,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192537
EAST SOUTH CENTRAL,2019,25,,-,6,,41,,56,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20192538
ALABAMA,2019,25,,-,3,,9,,17,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192539
KENTUCKY,2019,25,,-,2,,6,,7,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20192540
MISSISSIPPI,2019,25,,-,3,,12,,8,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192541
TENNESSEE,2019,25,,-,3,,14,,24,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192542
WEST SOUTH CENTRAL,2019,25,1,,11,,71,,77,,,-,1,,2,,5,,,WEST SOUTH CENTRAL,20192543
ARKANSAS,2019,25,,-,4,,17,,5,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192544
LOUISIANA,2019,25,,-,2,,7,,15,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192545
OKLAHOMA,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192546
TEXAS,2019,25,1,,9,,47,,57,,,-,1,,2,,3,,"TEXAS
(31.447238, -99.317341)",,20192547
MOUNTAIN,2019,25,3,,5,,61,,78,,,-,1,,1,,,-,,MOUNTAIN,20192548
ARIZONA,2019,25,,-,3,,24,,23,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20192549
COLORADO,2019,25,1,,1,,8,,15,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192550
IDAHO,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192551
MONTANA,2019,25,,-,2,,2,,6,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192552
NEVADA,2019,25,2,,2,,7,,9,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192553
NEW MEXICO,2019,25,,-,2,,11,,7,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192554
UTAH,2019,25,,-,2,,9,,13,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20192555
WYOMING,2019,25,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192556
PACIFIC,2019,25,,-,1,,5,,13,,,-,1,,1,,,-,,PACIFIC,20192557
ALASKA,2019,25,,-,1,,1,,11,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20192558
CALIFORNIA,2019,25,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20192559
HAWAII,2019,25,,-,1,,4,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192560
OREGON,2019,25,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20192561
WASHINGTON,2019,25,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20192562
US TERRITORIES,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192563
AMERICAN SAMOA,2019,25,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20192564
NORTHERN MARIANA ISLANDS,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192565
GUAM,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192566
PUERTO RICO,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192567
U.S. VIRGIN ISLANDS,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192568
NON-US RESIDENTS,2019,25,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192569
TOTAL,2019,25,9,,35,,486,,562,,,-,2,,15,,17,,,TOTAL,20192570
US RESIDENTS,2019,26,4,,35,,500,,578,,,-,2,,15,,17,,,US RESIDENTS,20192601
NEW ENGLAND,2019,26,,-,3,,29,,26,,,-,1,,,-,,-,,NEW ENGLAND,20192602
CONNECTICUT,2019,26,,-,2,,6,,6,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192603
MAINE,2019,26,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192604
MASSACHUSETTS,2019,26,,-,3,,11,,13,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192605
NEW HAMPSHIRE,2019,26,,-,1,,2,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192606
RHODE ISLAND,2019,26,,-,2,,6,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192607
VERMONT,2019,26,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192608
MIDDLE ATLANTIC,2019,26,,-,7,,42,,75,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20192609
NEW JERSEY,2019,26,,-,4,,11,,16,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192610
NEW YORK,2019,26,,-,4,,17,,18,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20192611
NEW YORK CITY,2019,26,,-,4,,10,,23,,,-,0,,,-,,-,,NEW YORK CITY,20192612
PENNSYLVANIA,2019,26,,-,3,,4,,18,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192613
EAST NORTH CENTRAL,2019,26,,-,6,,80,,97,,,-,1,,4,,2,,,EAST NORTH CENTRAL,20192614
ILLINOIS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20192615
INDIANA,2019,26,,-,2,,16,,13,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192616
MICHIGAN,2019,26,,-,3,,25,,21,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20192617
OHIO,2019,26,,-,3,,25,,39,,,-,1,,3,,2,,"OHIO
(40.415534, -82.70936)",,20192618
WISCONSIN,2019,26,,-,4,,14,,24,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192619
WEST NORTH CENTRAL,2019,26,,-,5,,45,,50,,,-,1,,2,,5,,,WEST NORTH CENTRAL,20192620
IOWA,2019,26,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20192621
KANSAS,2019,26,,-,2,,10,,7,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20192622
MINNESOTA,2019,26,,-,3,,7,,13,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192623
MISSOURI,2019,26,,-,2,,11,,18,,,-,1,,,-,3,,"MISSOURI
(38.3675, -92.477244)",,20192624
NEBRASKA,2019,26,,-,2,,6,,7,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20192625
NORTH DAKOTA,2019,26,,-,1,,6,,2,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192626
SOUTH DAKOTA,2019,26,,-,1,,5,,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192627
SOUTH ATLANTIC,2019,26,2,,9,,122,,100,,,-,1,,3,,4,,,SOUTH ATLANTIC,20192628
DELAWARE,2019,26,,-,3,,4,,2,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192629
DISTRICT OF COLUMBIA,2019,26,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192630
FLORIDA,2019,26,1,,5,,46,,28,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20192631
GEORGIA,2019,26,,-,5,,26,,33,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192632
MARYLAND,2019,26,1,,3,,15,,12,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20192633
NORTH CAROLINA,2019,26,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20192634
SOUTH CAROLINA,2019,26,,-,2,,11,,6,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192635
VIRGINIA,2019,26,,-,2,,13,,12,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20192636
WEST VIRGINIA,2019,26,,-,2,,6,,7,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192637
EAST SOUTH CENTRAL,2019,26,,-,7,,42,,58,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20192638
ALABAMA,2019,26,,-,3,,10,,17,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192639
KENTUCKY,2019,26,,-,2,,6,,7,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20192640
MISSISSIPPI,2019,26,,-,3,,12,,8,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192641
TENNESSEE,2019,26,,-,3,,14,,26,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192642
WEST SOUTH CENTRAL,2019,26,1,,11,,73,,81,,,-,1,,2,,5,,,WEST SOUTH CENTRAL,20192643
ARKANSAS,2019,26,,-,4,,17,,6,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192644
LOUISIANA,2019,26,,-,2,,7,,17,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192645
OKLAHOMA,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192646
TEXAS,2019,26,1,,9,,49,,58,,,-,1,,2,,3,,"TEXAS
(31.447238, -99.317341)",,20192647
MOUNTAIN,2019,26,1,,5,,62,,78,,,-,1,,1,,,-,,MOUNTAIN,20192648
ARIZONA,2019,26,,-,3,,24,,23,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20192649
COLORADO,2019,26,1,,1,,9,,15,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192650
IDAHO,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192651
MONTANA,2019,26,,-,1,,2,,6,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192652
NEVADA,2019,26,,-,2,,7,,9,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192653
NEW MEXICO,2019,26,,-,2,,11,,7,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192654
UTAH,2019,26,,-,2,,9,,13,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20192655
WYOMING,2019,26,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192656
PACIFIC,2019,26,,-,1,,5,,13,,,-,1,,1,,,-,,PACIFIC,20192657
ALASKA,2019,26,,-,1,,1,,11,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20192658
CALIFORNIA,2019,26,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20192659
HAWAII,2019,26,,-,1,,4,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192660
OREGON,2019,26,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20192661
WASHINGTON,2019,26,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20192662
US TERRITORIES,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192663
AMERICAN SAMOA,2019,26,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20192664
NORTHERN MARIANA ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192665
GUAM,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192666
PUERTO RICO,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192667
U.S. VIRGIN ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192668
NON-US RESIDENTS,2019,26,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192669
TOTAL,2019,26,4,,35,,500,,578,,,-,2,,15,,17,,,TOTAL,20192670
US RESIDENTS,2019,27,5,,35,,528,,585,,,-,2,,15,,17,,,US RESIDENTS,20192701
NEW ENGLAND,2019,27,,-,3,,29,,26,,,-,1,,,-,,-,,NEW ENGLAND,20192702
CONNECTICUT,2019,27,,-,2,,6,,6,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192703
MAINE,2019,27,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192704
MASSACHUSETTS,2019,27,,-,3,,11,,13,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192705
NEW HAMPSHIRE,2019,27,,-,1,,2,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192706
RHODE ISLAND,2019,27,,-,2,,6,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192707
VERMONT,2019,27,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192708
MIDDLE ATLANTIC,2019,27,,-,7,,55,,76,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20192709
NEW JERSEY,2019,27,,-,4,,11,,16,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192710
NEW YORK,2019,27,,-,4,,17,,19,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20192711
NEW YORK CITY,2019,27,,-,4,,23,,23,,,-,0,,,-,,-,,NEW YORK CITY,20192712
PENNSYLVANIA,2019,27,,-,3,,4,,18,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192713
EAST NORTH CENTRAL,2019,27,,-,7,,85,,99,,,-,1,,4,,2,,,EAST NORTH CENTRAL,20192714
ILLINOIS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20192715
INDIANA,2019,27,,-,3,,20,,13,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192716
MICHIGAN,2019,27,,-,3,,26,,21,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20192717
OHIO,2019,27,,-,3,,25,,41,,,-,1,,3,,2,,"OHIO
(40.415534, -82.70936)",,20192718
WISCONSIN,2019,27,,-,4,,14,,24,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192719
WEST NORTH CENTRAL,2019,27,1,,5,,47,,52,,,-,1,,2,,5,,,WEST NORTH CENTRAL,20192720
IOWA,2019,27,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20192721
KANSAS,2019,27,,-,2,,11,,7,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20192722
MINNESOTA,2019,27,,-,3,,7,,13,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192723
MISSOURI,2019,27,1,,2,,12,,20,,,-,1,,,-,3,,"MISSOURI
(38.3675, -92.477244)",,20192724
NEBRASKA,2019,27,,-,2,,6,,7,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20192725
NORTH DAKOTA,2019,27,,-,1,,6,,2,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192726
SOUTH DAKOTA,2019,27,,-,1,,5,,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192727
SOUTH ATLANTIC,2019,27,2,,9,,125,,100,,,-,1,,3,,4,,,SOUTH ATLANTIC,20192728
DELAWARE,2019,27,,-,3,,4,,2,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192729
DISTRICT OF COLUMBIA,2019,27,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192730
FLORIDA,2019,27,2,,5,,48,,28,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20192731
GEORGIA,2019,27,,-,5,,26,,33,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192732
MARYLAND,2019,27,,-,3,,15,,12,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20192733
NORTH CAROLINA,2019,27,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20192734
SOUTH CAROLINA,2019,27,,-,2,,11,,6,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192735
VIRGINIA,2019,27,,-,2,,13,,12,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20192736
WEST VIRGINIA,2019,27,,-,2,,7,,7,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192737
EAST SOUTH CENTRAL,2019,27,,-,8,,44,,58,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20192738
ALABAMA,2019,27,,-,3,,10,,17,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192739
KENTUCKY,2019,27,,-,2,,6,,7,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20192740
MISSISSIPPI,2019,27,,-,3,,13,,8,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192741
TENNESSEE,2019,27,,-,3,,15,,26,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192742
WEST SOUTH CENTRAL,2019,27,1,,11,,75,,83,,,-,1,,2,,5,,,WEST SOUTH CENTRAL,20192743
ARKANSAS,2019,27,,-,4,,17,,6,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192744
LOUISIANA,2019,27,,-,2,,8,,17,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192745
OKLAHOMA,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192746
TEXAS,2019,27,1,,9,,50,,60,,,-,1,,2,,3,,"TEXAS
(31.447238, -99.317341)",,20192747
MOUNTAIN,2019,27,1,,5,,63,,78,,,-,1,,1,,,-,,MOUNTAIN,20192748
ARIZONA,2019,27,1,,3,,25,,23,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20192749
COLORADO,2019,27,,-,1,,9,,15,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192750
IDAHO,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192751
MONTANA,2019,27,,-,1,,2,,6,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192752
NEVADA,2019,27,,-,2,,7,,9,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192753
NEW MEXICO,2019,27,,-,2,,11,,7,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192754
UTAH,2019,27,,-,2,,9,,13,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20192755
WYOMING,2019,27,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192756
PACIFIC,2019,27,,-,1,,5,,13,,,-,1,,1,,,-,,PACIFIC,20192757
ALASKA,2019,27,,-,1,,1,,11,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20192758
CALIFORNIA,2019,27,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20192759
HAWAII,2019,27,,-,1,,4,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192760
OREGON,2019,27,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20192761
WASHINGTON,2019,27,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20192762
US TERRITORIES,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192763
AMERICAN SAMOA,2019,27,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20192764
NORTHERN MARIANA ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192765
GUAM,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192766
PUERTO RICO,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192767
U.S. VIRGIN ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192768
NON-US RESIDENTS,2019,27,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192769
TOTAL,2019,27,5,,35,,528,,585,,,-,2,,15,,17,,,TOTAL,20192770
US RESIDENTS,2019,28,7,,35,,542,,590,,,-,2,,15,,19,,,US RESIDENTS,20192801
NEW ENGLAND,2019,28,,-,3,,29,,26,,,-,1,,,-,,-,,NEW ENGLAND,20192802
CONNECTICUT,2019,28,,-,2,,6,,6,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192803
MAINE,2019,28,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192804
MASSACHUSETTS,2019,28,,-,3,,11,,13,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192805
NEW HAMPSHIRE,2019,28,,-,1,,2,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192806
RHODE ISLAND,2019,28,,-,2,,6,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192807
VERMONT,2019,28,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192808
MIDDLE ATLANTIC,2019,28,,-,7,,55,,76,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20192809
NEW JERSEY,2019,28,,-,4,,11,,16,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192810
NEW YORK,2019,28,,-,4,,17,,19,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20192811
NEW YORK CITY,2019,28,,-,4,,23,,23,,,-,0,,,-,,-,,NEW YORK CITY,20192812
PENNSYLVANIA,2019,28,,-,3,,4,,18,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192813
EAST NORTH CENTRAL,2019,28,1,,7,,86,,100,,,-,1,,4,,3,,,EAST NORTH CENTRAL,20192814
ILLINOIS,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20192815
INDIANA,2019,28,,-,3,,20,,13,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192816
MICHIGAN,2019,28,,-,3,,26,,21,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20192817
OHIO,2019,28,1,,3,,26,,41,,,-,1,,3,,3,,"OHIO
(40.415534, -82.70936)",,20192818
WISCONSIN,2019,28,,-,4,,14,,25,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192819
WEST NORTH CENTRAL,2019,28,,-,5,,47,,53,,,-,1,,2,,5,,,WEST NORTH CENTRAL,20192820
IOWA,2019,28,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20192821
KANSAS,2019,28,,-,2,,11,,7,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20192822
MINNESOTA,2019,28,,-,3,,7,,13,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192823
MISSOURI,2019,28,,-,2,,12,,21,,,-,1,,,-,3,,"MISSOURI
(38.3675, -92.477244)",,20192824
NEBRASKA,2019,28,,-,2,,6,,7,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20192825
NORTH DAKOTA,2019,28,,-,1,,6,,2,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192826
SOUTH DAKOTA,2019,28,,-,1,,5,,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192827
